Body ID,articleBody
209,"He is also known for his roles in Uncle Buck  ( 1989 )  , My Girl  ( 1991 )  , The Good Son  ( 1993 )  , The Pagemaster  ( 1994 )  , Richie Rich  ( 1994 )  , Party Monster  ( 2003 )  , and the music video for Michael Jackson 's `` Black or White '' ."
210,"Joan Cusack  (  [ ˈkjuːsæk ]  , born October 11 , 1962 )  is an American actress ."
211,The Fall is the fourth studio album from British virtual band Gorillaz .
212,"For the Connaught tunnel in East London , England , see Eastern Counties and Thames Junction Railway"
213,"World War I  ( WWI or WW1 )  , also known as the First World War , the Great War , or the War to End All Wars , was a global war originating in Europe that lasted from 28 July 1914 to 11 November 1918 ."
214,"Risk factors include smoking , ionizing radiation , some chemicals  ( such as benzene )  , prior chemotherapy , and Down syndrome ."
215,It is the sequel to 2011 's Thor and the eighth film in the Marvel Cinematic Universe .
216,Easy Virtue is a 2008 British romantic comedy film based on Noël Coward 's play of the same name .
217,"North Korea , officially the Democratic People 's Republic of Korea  ( DPRK )  , is a country in East Asia constituting the northern part of the Korean Peninsula ."
218,"The film stars Tina Fey , Margot Robbie , Martin Freeman , Christopher Abbott , Alfred Molina , and Billy Bob Thornton ."
219,"Alexander Emmanuel Rodriguez  ( born July 27 , 1975 )  , nicknamed `` A-Rod '' , is a Dominican-American former professional baseball shortstop and third baseman ."
220,Corporal Eugene `` Flash '' Thompson is a fictional character appearing in American comic books published by Marvel Comics .
221,"Famous in Love is an American drama television series that premiered on Freeform on April 18 , 2017 , and is based on the novel of the same name by Rebecca Serle ."
222,"As the Lunar Module Pilot on Apollo 11 , he was one of the first two humans to land on the Moon , and the second person to walk on it ."
223,"In 1935 , Basie formed his own jazz orchestra , the Count Basie Orchestra , and in 1936 took them to Chicago for a long engagement and their first recording ."
224,"He made a great number of guest appearances in well-known television shows and starred in a handful of films , including a cult classic , Robinson Crusoe on Mars ."
225,"Ready Player One is a 2011 dystopian science-fiction novel , and the debut novel by Ernest Cline ."
226,"Horseshoe Falls , also known as Canadian Falls , is one of three waterfalls which collectively form Niagara Falls on the Niagara River along the Canada-US Border ."
227,"The American modern liberal philosophy strongly endorses public spending on programs such as education , health care , and welfare ."
228,"Born approximately 570CE  ( Year of the Elephant )  in the Arabian city of Mecca , Muhammad was orphaned at an early age ; he was raised under the care of his paternal uncle Abu Talib ."
229,He is currently playing a District Attorney named Blake Tower in the Marvel 's series Daredevil .
230,"It is the sequel to the 2011 film Rise of the Planet of the Apes , which began 20th Century Fox 's reboot of the original Planet of the Apes series ."
231,The club was founded in 1887 with the purpose of alleviating poverty in the immigrant Irish population in the East End of Glasgow .
232,Alicia Amanda Vikander  (  [ aˈliːsɪa vɪˈkandɛr ]  ; born 3 October 1988 )  is a Swedish actress and former dancer .
233,"Kwon Ji-yong  ( ; born August 18 , 1988 )  , better known by his stage name G-Dragon , is a South Korean rapper , singer-songwriter , record producer , and fashion icon ."
234,"It is the sequel to Portal  ( 2007 )  and was released on April 19 , 2011 , for Microsoft Windows , OS X , Linux , PlayStation 3 , and Xbox 360 ."
235,"He has sold more than 20 million records worldwide and is known for his international hits , including `` Kiss from a Rose '' , which appeared on the soundtrack to the 1995 film Batman Forever ."
236,"Richard Tiffany Gere  (  [ ˈɡɪər ]  ; born August 31 , 1949 )  is an American actor and humanitarian activist ."
237,He was the highest paid Indian actor from 1970 to 1987 where Amitabh Bachchan shared the same tag with Khanna from 1980 to 1987 .
238,"He rose to fame playing the leading role of Dong-hae in daily drama series Smile Again  ( 2010-2011 )  , and has since starred in Warrior Baek Dong-soo  ( 2011 )  , Empress Ki  ( 2013-2014 )  , Healer  ( 2014-2015 )  , The K2  ( 2016 )  , Suspicious Partner  ( 2017 )  and the crime-action film Fabricated City  ( 2017 )  ."
239,"The lyrics discuss the self-empowerment of minorities including the LGBT community as well as racial minorities , referring to `` cholas '' and `` orients '' , which drew criticism from Latino and Asian communities ."
240,"Prior to this he served eight months as the 40th Vice President of the United States , following the resignation of Spiro Agnew ."
241,He spent ten years in present-day Ecuador measuring the length of a degree latitude at the equator and preparing the first map of the Amazon region based on astronomical observations .
242,"A recurring character arc in many roles he has portrayed is one of saving the world , as can be seen in the characters of Ted Logan , Buddha , Neo , Johnny Mnemonic , John Constantine , and Klaatu ."
243,The Nashville Songwriters Association International  ( NSAI )  is the world 's largest not-for-profit songwriters trade association .
244,"Poland  ( Polska  [ ˈpɔlska ]  )  , officially the Republic of Poland  (  [ Rzeczpospolita Polska , links = no ]  , )  , is a parliamentary republic in Central Europe ."
245,True Blood is an American dark fantasy horror
246,"The capital city is Lusaka , in the south-central part of Zambia ."
247,"It follows the lives of the Foster family led by lesbian couple Stef and Lena , a cop and a school vice principal respectively , who raise a multi-ethnic blended family that consists of one biological and four adopted children in San Diego , California ."
248,"Benin  (  [ bᵻˈniːn ,   - ˈnɪn ]  or - ;  [ bɛˈniːn ]  ; Bénin  [ benɛ̃ ]  )  , officially the Republic of Benin  ( République du Bénin )  and formerly Dahomey , is a country in West Africa ."
249,"Born in Saint James , Trinidad and Tobago  ( a district of Trinidad 's capital Port of Spain )  and raised in South Jamaica , Queens , New York , Minaj earned public attention after releasing three mixtapes between 2007 and 2009 ."
250,"The war continued primarily between the European Axis powers and the coalition of the United Kingdom and the British Commonwealth , with campaigns including the North Africa and East Africa campaigns , the aerial Battle of Britain , the Blitz bombing campaign , the Balkan Campaign as well as the long-running Battle of the Atlantic ."
251,"The character was originally created by Bob Kane , Bill Finger , and Jerry Robinson , to serve as a junior counterpart to the superhero Batman ."
252,"Alpha Centauri  ( α Centauri , abbreviated Alpha Cen , α Cen )  is the closest star system to the Solar System , being 4.37 ly from the Sun ."
253,"Lee starred in his first leading role in film with Gangnam Blues  ( 2015 )  , followed by his first China-produced film Bounty Hunters  ( 2016 )  ."
254,"He has sold more than 20 million records worldwide and is known for his international hits , including `` Kiss from a Rose '' , which appeared on the soundtrack to the 1995 film Batman Forever ."
255,"is a 1986 American teen tragicomedy film directed by David Seltzer and starring Corey Haim , Kerri Green , Charlie Sheen and Courtney Thorne-Smith ."
256,"Ice hockey is the official national winter sport of Canada , where the modern version of the sport was created , and enjoys immense popularity ; alongside Canada , hockey is the most popular winter sport in Finland , Latvia , the Czech Republic , Sweden , Slovakia , Belarus and Switzerland ."
257,"Kalpana Raghavendar is an Indian playback singer , dubbing voice-actor , songwriter and actor ."
258,"Lion is a 2016 biographical film directed by Garth Davis  ( in his feature debut )  and written by Luke Davies , based on the non-fiction book A Long Way Home by Saroo Brierley with Larry Buttrose ."
259,"Miss Peregrine 's Home for Peculiar Children is a 2016 American dark fantasy film directed by Tim Burton and written by Jane Goldman , based on the 2011 novel of the same name by Ransom Riggs ."
260,"Wyatt Berry Stapp Earp  ( March 19 , 1848 -- January 13 , 1929 )  was an American Old West gambler , a deputy sheriff in Pima County , and deputy town marshal in Tombstone , Arizona Territory , who took part in the gunfight at the O.K. Corral , during which lawmen killed three outlaw cowboys ."
261,"Susan `` Sue '' Sylvester is a fictional character of the Fox musical comedy-drama series , Glee ."
262,The city anchors the Las Vegas Valley metropolitan area and is the largest city within the greater Mojave Desert .
263,"The novel is named after its protagonist , Yuri Zhivago , a physician and poet , and takes place between the Russian Revolution of 1905 and the Civil War ."
264,"Born to a Russian Jewish family in Leningrad , Yelchin relocated to the United States , where he began performing in the late 1990s , appearing in several television and film roles , and received recognition in Hearts in Atlantis  ( 2001 )  ."
265,The Black Dahlia is a 2006 French-American neo-noir crime thriller film directed by Brian De Palma and written by Josh Friedman .
266,The film was primarily shot on location in Zimbabwe and in Kenya due to political turmoil in South Africa at the time of production .
267,"Warm Leatherette is the fourth studio album by Grace Jones , released on 9 May 1980 by Island Records ."
